subject_id,concept_id,concept_name,difficulty,question_type,question_id,question_text,option_a,option_b,option_c,option_d,correct_answer
3,33,Programming Fundamentals,Beginner,Transfer,CS33_T,Which programming concept is most useful when the same action must be repeated for every item in a list?,A loop,A monitor,A printer,A network cable,A
3,34,Data Representation,Beginner,Understanding,CS34_U,Why do digital computers commonly use binary representation?,Digital hardware can reliably represent two distinct states,Computers can only understand decimal numbers,Binary requires no hardware,Binary is always shorter than decimal,A
3,34,Data Representation,Beginner,Application,CS34_A,What is the binary representation of decimal 5?,101,100,110,111,A
3,34,Data Representation,Beginner,Reasoning,CS34_R,Why can the same binary pattern represent different types of information?,Its meaning depends on how the data is interpreted,Binary patterns always mean numbers,Binary can only represent text,Binary cannot represent images,A
3,34,Data Representation,Beginner,Problem Solving,CS34_P,What is the binary representation of decimal 10?,1010,1001,1100,1110,A
3,34,Data Representation,Beginner,Misconception Detection,CS34_M,Which statement about a bit is correct?,"A bit can represent one of two binary states, commonly 0 or 1",A bit always stores a complete image,A bit must contain a decimal number from 0 to 9,A bit is larger than a byte,A
3,34,Data Representation,Beginner,Transfer,CS34_T,How can a digital photograph be represented inside a computer?,Only as handwritten text,As numerical data representing pixel information,Only as physical paper,Without any digital data,B
3,35,Computer Systems Basics,Beginner,Understanding,CS35_U,What is the main role of the CPU?,To permanently store all files,To execute instructions and process data,To display images without processing,To provide internet access by itself,B
3,35,Computer Systems Basics,Beginner,Application,CS35_A,Which component provides temporary working storage for programs that are currently running?,SSD,RAM,Keyboard,Monitor,B
3,35,Computer Systems Basics,Beginner,Reasoning,CS35_R,Why is RAM different from an SSD in a typical computer system?,RAM permanently stores files while an SSD does not,"RAM is temporary working memory, while an SSD provides persistent storage",Both are exactly the same type of memory,An SSD is used only to display images,B
3,35,Computer Systems Basics,Beginner,Problem Solving,CS35_P,A computer becomes noticeably slower when many applications are open at the same time. Which explanation is most reasonable?,The keyboard automatically reduces the processor's instruction speed when more applications are opened,"The available RAM may become heavily used, causing the operating system to manage memory more actively",The SSD stops permanently storing files whenever RAM usage increases,The monitor changes the computer's internal processing capacity according to the number of open applications,B
3,35,Computer Systems Basics,Beginner,Misconception Detection,CS35_M,Which statement is incorrect?,The CPU executes instructions,The CPU is a permanent storage device for files,RAM provides temporary working memory,Storage devices can keep data after power is turned off,B
3,35,Computer Systems Basics,Beginner,Transfer,CS35_T,Why do smartphone applications depend on both hardware and software?,Hardware can run every application without software,Software instructions run using the smartphone's hardware resources,Software never interacts with hardware,Applications do not require processing,B
3,36,Data Structures,Intermediate,Understanding,CS36_U,What is the main purpose of a data structure?,To replace the operating system,To organize and store data so it can be accessed and processed effectively,To increase the physical size of memory,To prevent programs from using data,B
3,36,Data Structures,Intermediate,Application,CS36_A,A program repeatedly needs to add items at one end of a collection and remove the most recently added item. Which data structure is the most appropriate?,"Queue, because it processes the oldest item first","Stack, because it follows a last-in, first-out pattern","Graph, because it represents relationships between items","Hash table, because it maps keys to values",B
3,36,Data Structures,Intermediate,Reasoning,CS36_R,Why can choosing an appropriate data structure improve a program?,Every data structure performs every operation equally well,Different structures support different operations efficiently,Data structures eliminate the need for algorithms,The choice of structure never affects performance,B
3,36,Data Structures,Intermediate,Problem Solving,CS36_P,"A program frequently needs to access the first item, remove it, and then process the next item in arrival order. Which data structure best matches this requirement?",Stack,Queue,Binary search tree,Hash table,B
3,36,Data Structures,Intermediate,Misconception Detection,CS36_M,Which statement is incorrect about data structures?,Different structures have different strengths,There is one data structure that is always the best choice for every problem,A stack follows last-in-first-out behavior,A queue follows first-in-first-out behavior,B
3,36,Data Structures,Intermediate,Transfer,CS36_T,A hospital wants to manage patients waiting for service in arrival order. Which data-structure idea best represents this process?,Stack,Queue,Tree,Graph,B
3,37,Object-Oriented Programming,Intermediate,Understanding,CS37_U,What is the main idea of a class in object-oriented programming?,It is always a physical computer component,It defines a structure and behavior that objects can use,It stores only images,It replaces the operating system,B
3,37,Object-Oriented Programming,Intermediate,Application,CS37_A,A program models several bank accounts. Which approach is most appropriate in object-oriented programming?,Create a separate computer for every account,Create a BankAccount class and objects representing individual accounts,Store every account only as a picture,Avoid representing account data in the program,B
3,37,Object-Oriented Programming,Intermediate,Reasoning,CS37_R,Why is encapsulation useful in object-oriented programming?,It makes all internal data accessible to everyone,It helps control access to an object's internal data and behavior,It prevents objects from having any behavior,It removes the need for program logic,B
3,37,Object-Oriented Programming,Intermediate,Problem Solving,CS37_P,You are designing a program for different types of vehicles. Cars and motorcycles share some common properties but also have specialized behavior. Which OOP feature can help model this relationship?,Randomization,Inheritance,File compression,Binary conversion,B
3,37,Object-Oriented Programming,Intermediate,Misconception Detection,CS37_M,Which statement shows a misconception about objects?,An object can contain data and behavior,An object must always represent a physical object in the real world,Objects can be created from classes,A program can use objects to model concepts,B
3,37,Object-Oriented Programming,Intermediate,Transfer,CS37_T,"A school-management system represents students, teachers, and courses as objects. What does this demonstrate?",Using objects only for graphical design,Using objects to model entities and their relationships in a problem domain,Avoiding data organization,Replacing all algorithms with hardware,B
3,38,Database Fundamentals,Intermediate,Understanding,CS38_U,What is the primary purpose of a database?,To replace the computer's CPU,To store and organize data so it can be managed and retrieved efficiently,To display only images,To prevent data from being searched,B
3,38,Database Fundamentals,Intermediate,Application,CS38_A,"A school needs to store student names, IDs, and grades. Which database structure is commonly used to organize this information?",A computer monitor,A table with rows and columns,A network cable,A CPU register,B
3,38,Database Fundamentals,Intermediate,Reasoning,CS38_R,Why is a primary key useful in a relational database table?,It guarantees that every record has the same values,It can uniquely identify each record,It replaces every column in the table,It prevents the database from storing data,B
3,38,Database Fundamentals,Intermediate,Problem Solving,CS38_P,A teacher wants to find all students whose grades are above 80. What database operation is most appropriate?,Delete all student records,Query the data using a condition on the grade,Turn off the database,Change every grade to 80,B
3,38,Database Fundamentals,Intermediate,Misconception Detection,CS38_M,Which statement about databases is incorrect?,Databases can support searching and retrieving information,Relational databases organize data using tables,A database is simply a collection of unrelated files with no organization,A database can contain many related records,C
3,38,Database Fundamentals,Intermediate,Transfer,CS38_T,A hospital needs to manage patient records and retrieve them quickly. Why would a database be useful?,It prevents information from being updated,It removes the need for any stored data,"It provides an organized way to store, search, and update patient information",It can only store images,C
3,39,Computer Networks,Intermediate,Understanding,CS39_U,What is the main purpose of a computer network?,To make every computer operate without software,To replace all storage devices,To allow connected devices to communicate and share resources,To prevent devices from communicating,C
3,39,Computer Networks,Intermediate,Application,CS39_A,Several computers in an office need to share files and a printer. What technology enables this?,A CPU cache,A single variable,A computer network,A programming loop,C
3,39,Computer Networks,Intermediate,Reasoning,CS39_R,Why are network protocols important?,They make communication completely random,They physically increase the size of computers,They define rules that devices use to communicate,They eliminate the need for network devices,C
3,39,Computer Networks,Intermediate,Problem Solving,CS39_P,"A laptop can communicate with other devices on the same local network, but it cannot access websites on the Internet. Which investigation is most appropriate first?",Replace the laptop's keyboard because network communication depends on keyboard input,Increase the monitor resolution because websites require higher display settings,"Check the Internet connection, default gateway, and network configuration",Delete files from the laptop because Internet access requires additional storage space,C
3,39,Computer Networks,Intermediate,Misconception Detection,CS39_M,Which statement is incorrect about computer networks?,Networks can connect devices over different distances,Devices can communicate using agreed protocols,A network always requires every device to be physically next to each other,Networks can support resource sharing,C
3,39,Computer Networks,Intermediate,Transfer,CS39_T,A student sends a file from a phone to a laptop using a wireless connection. What concept does this demonstrate?,CPU instruction execution only,Database normalization,Network communication and data transfer,Object inheritance,C
3,40,Operating Systems Basics,Intermediate,Understanding,CS40_U,What is a major responsibility of an operating system?,Only displaying pictures,Replacing all application software,Managing computer resources and providing services for applications,Storing every file permanently inside the CPU,C
3,40,Operating Systems Basics,Intermediate,Application,CS40_A,A computer is running several applications at the same time. Which operating-system responsibility is most directly involved in deciding how processor time is shared among them?,File compression,Screen brightness control,Process scheduling and management,Web page design,C
3,40,Operating Systems Basics,Intermediate,Reasoning,CS40_R,Why does an operating system manage memory?,To permanently increase the computer's physical RAM,To eliminate the need for storage devices,To allocate memory to programs and help prevent conflicting use of memory,To make every program use exactly the same amount of memory,C
3,40,Operating Systems Basics,Intermediate,Problem Solving,CS40_P,A program stops responding while other applications continue running normally. Which operating-system capability is most relevant when attempting to isolate or terminate the problematic program?,Image rendering,Keyboard layout selection,Process management,Printer formatting,C
3,40,Operating Systems Basics,Intermediate,Misconception Detection,CS40_M,Which statement about an operating system is incorrect?,An operating system manages resources,It provides services for applications,The operating system is only a graphical interface and does not manage hardware resources,It can manage processes and memory,C
3,40,Operating Systems Basics,Intermediate,Transfer,CS40_T,A smartphone allows a user to switch between multiple applications while managing memory and processor time. Which concept explains this?,Database primary keys,Algorithm sorting,Operating-system resource and process management,Binary image compression,C
3,41,Algorithm Analysis,Advanced,Understanding,CS41_U,What does the time complexity of an algorithm describe?,The physical size of the computer,The amount of screen space used by the program,How the algorithm's running time grows as the input size increases,The programming language used to write the algorithm,C
3,41,Algorithm Analysis,Advanced,Application,CS41_A,An algorithm examines every element in a list of n elements once. What is its typical time complexity?,O(1),O(n²),O(n),O(2ⁿ),C
3,41,Algorithm Analysis,Advanced,Reasoning,CS41_R,Why can an O(log n) search algorithm be much faster than an O(n) search for large inputs?,O(log n) always examines every element,O(n) becomes constant for large inputs,The number of required steps grows much more slowly as the input increases,The two complexities always require the same number of steps,C
3,41,Algorithm Analysis,Advanced,Problem Solving,CS41_P,"An algorithm contains two consecutive loops. The first processes n items, while the second processes n² items. What is the overall time complexity, assuming the loops are not nested?",O(n),O(log n),O(n²),O(n³),C
3,41,Algorithm Analysis,Advanced,Misconception Detection,CS41_M,Which statement about Big-O notation is incorrect?,Big-O describes growth behavior,Input size affects complexity analysis,O(n) means the algorithm always performs exactly n operations,Different algorithms can have different complexity classes,C
3,41,Algorithm Analysis,Advanced,Transfer,CS41_T,"When choosing between two algorithms for a very large dataset, why might complexity analysis be useful?",It guarantees the faster algorithm on every possible computer,It determines the program's user interface,It helps estimate how each algorithm may scale as the dataset grows,It eliminates the need to test algorithms,C
3,42,Advanced Data Structures,Advanced,Understanding,CS42_U,What is a key advantage of a balanced binary search tree?,It stores data without any ordering,It always requires every node to have exactly three children,"It can support search, insertion, and deletion efficiently when the tree remains balanced",It can only store numerical values,C
3,42,Advanced Data Structures,Advanced,Application,CS42_A,A system frequently needs to retrieve items according to their priority rather than their arrival order. Which data structure is appropriate?,Simple stack,Unordered character string,Priority queue,Single Boolean variable,C
3,42,Advanced Data Structures,Advanced,Reasoning,CS42_R,"A system needs fast average lookup by key, but it also needs to keep items ordered so that they can be processed from smallest to largest key. Which trade-off is most relevant when choosing between a hash table and a balanced search tree?","A hash table always preserves sorted key order, while a balanced search tree does not","A balanced search tree cannot perform key-based lookup, while a hash table can only store numeric keys",Both structures provide exactly the same operations and performance characteristics,"A hash table generally provides faster average key lookup, while a balanced search tree supports ordered operations",D
3,42,Advanced Data Structures,Advanced,Problem Solving,CS42_P,A graph represents cities connected by roads. You need to determine whether a route exists between two cities. Which approach can solve this problem?,Binary search on the city names only,A stack containing one value,Deleting all graph edges,Graph traversal such as breadth-first search or depth-first search,D
3,42,Advanced Data Structures,Advanced,Misconception Detection,CS42_M,Which statement about hash tables is incorrect?,Hash tables use keys to locate stored values,Collisions can occur when different keys map to the same location,Hash functions play an important role in lookup,A hash table guarantees O(1) lookup time in every possible situation,D
3,42,Advanced Data Structures,Advanced,Transfer,CS42_T,A navigation system represents locations as vertices and connections between them as edges. Which data structure best models this information?,Stack,Simple variable,Queue only,Graph,D
3,43,Artificial Intelligence Fundamentals,Advanced,Understanding,CS43_U,Why is generalization an important goal for an artificial intelligence system?,It guarantees that the system will always produce the same output regardless of the input,It means the system must use exactly the same data for training and evaluation,It removes the need to evaluate the system on data it has not seen before,It allows the system to perform well on new cases rather than only memorizing its training examples,D
3,43,Artificial Intelligence Fundamentals,Advanced,Application,CS43_A,A system analyzes medical images and identifies patterns associated with diseases. Which field does this primarily illustrate?,Computer assembly,File compression,Operating-system installation,Artificial intelligence,D
3,43,Artificial Intelligence Fundamentals,Advanced,Reasoning,CS43_R,Why can AI systems perform poorly when their training or input data does not represent the situations they encounter?,AI systems always produce the same accuracy regardless of data,More data automatically guarantees perfect predictions,AI systems never depend on input data,The system may learn patterns that do not generalize well to unseen situations,D
3,43,Artificial Intelligence Fundamentals,Advanced,Problem Solving,CS43_P,"A hospital develops an AI model to classify medical images. Training performance is high, but performance drops substantially on images from a different hospital. Which explanation is most plausible?",The model must be correct because high training performance proves that the learned patterns are universally valid,The new hospital's images cannot be classified by AI because medical images require manual decisions,The model is failing because classification systems can only work when every image is identical to a training image,The model may have learned patterns specific to the original data distribution and may not generalize well to the new data,D
3,43,Artificial Intelligence Fundamentals,Advanced,Misconception Detection,CS43_M,Which statement reflects a misconception about artificial intelligence?,An AI system can produce useful predictions without possessing human-like understanding or consciousness,An AI system can identify patterns in data without reasoning about them in exactly the same way a human does,AI systems can be designed for specific tasks without having general human intelligence,An AI system that performs well on a task necessarily understands that task in the same sense as a human,D
3,43,Artificial Intelligence Fundamentals,Advanced,Transfer,CS43_T,"A streaming service wants to recommend unfamiliar movies to users based on viewing history, ratings, and similarities between users. Which AI idea is being transferred to this new context?",Replacing all data with manually written rules that never change,Guaranteeing that every user receives exactly the same recommendation,Avoiding the use of previous observations because recommendations should depend only on the current movie,Using patterns in available data to make predictions or recommendations for future decisions,D
3,44,Machine Learning Fundamentals,Advanced,Understanding,CS44_U,What is the basic idea of machine learning?,Writing every possible answer manually,Removing data from a program,Making hardware operate without instructions,Learning patterns from data so a model can make predictions or decisions,D
3,44,Machine Learning Fundamentals,Advanced,Application,CS44_A,A model is trained using apartment features and known sale prices. The goal is to predict the price of a new apartment. Why is this a supervised regression problem?,The model discovers groups without using any known target values,The model only decides between two fixed categories,The model learns entirely from unlabeled images without a prediction target,The model receives labeled examples containing input features and known numerical target values,D
3,44,Machine Learning Fundamentals,Advanced,Reasoning,CS44_R,A model achieves 99% accuracy on its training data but performs poorly on a separate test set. Which conclusion is most justified?,The model has probably learned useful patterns that guarantee strong performance on all future data,The test set is unnecessary because training accuracy already measures generalization,High training performance proves that the features contain no noise or bias,The model may be overfitting the training data and failing to generalize to unseen examples,D
3,44,Machine Learning Fundamentals,Advanced,Problem Solving,CS44_P,A model performs extremely well on its training data but poorly on new data. What problem is most likely occurring?,Under-storage,Network routing,Data compression,Overfitting,D
3,44,Machine Learning Fundamentals,Advanced,Misconception Detection,CS44_M,Which statement about machine learning is incorrect?,Training data is used to learn model parameters,Evaluation should consider performance on data not used for training,Models can generalize better or worse depending on the data and method,A model with perfect training accuracy must always perform perfectly on unseen data,D
3,44,Machine Learning Fundamentals,Advanced,Transfer,CS44_T,A bank wants to use historical customer information to estimate the probability that a new applicant will repay a loan. Which machine-learning approach is most directly applicable?,Ignore historical outcomes and randomly assign a repayment probability to each applicant,Use only the applicant's name because other features cannot be used in prediction,Train a model without any target information and assume every applicant belongs to the same outcome group,Use labeled historical examples to train a supervised model that predicts the repayment outcome,D
3,45,Computer Architecture,Advanced,Understanding,CS45_U,What does computer architecture primarily describe?,The visual design of a website,The color scheme of an operating system,The names of application files,The organization and interaction of major computer components and how they execute instructions,D
3,45,Computer Architecture,Advanced,Application,CS45_A,A processor needs very fast access to frequently used data. Which type of memory is designed to reduce the time needed to access such data?,External paper storage,A printer,A keyboard,Cache memory,D
3,45,Computer Architecture,Advanced,Reasoning,CS45_R,A processor repeatedly accesses a small set of data. Why can cache memory improve performance in this situation?,The cache permanently replaces secondary storage so the operating system no longer needs an SSD or hard drive,The cache increases the amount of data that can be stored permanently even after the computer is powered off,The cache eliminates the need for the processor to execute instructions because data is already available,"The cache can keep frequently accessed data close to the CPU, reducing the average time needed to retrieve it",D
3,45,Computer Architecture,Advanced,Problem Solving,CS45_P,A program repeatedly accesses the same small set of data. Which architectural feature can help improve its performance?,A larger monitor,A keyboard shortcut,A printer buffer only,CPU cache,D
3,45,Computer Architecture,Advanced,Misconception Detection,CS45_M,Which statement about CPU cache is incorrect?,Cache is designed for fast access,Cache can store frequently used data,Cache is located closer to the processor than main memory,Cache is a form of permanent storage designed to replace an SSD,D
3,45,Computer Architecture,Advanced,Transfer,CS45_T,A game becomes faster when frequently used instructions and data can be accessed quickly by the processor. Which architectural concept helps explain this?,Database normalization,Object inheritance,Network addressing,Memory hierarchy and caching,D
